county_fips,state_fips,never,rarely,sometimes,frequently,always
13129,13000,17.2%,10.0%,20.1%,15.7%,36.9%
13131,13000,6.3%,13.9%,11.6%,26.4%,41.7%
13133,13000,6.2%,4.6%,5.7%,17.6%,65.8%
13135,13000,3.6%,5.4%,8.1%,19.0%,63.9%
13137,13000,6.3%,10.0%,11.6%,29.2%,43.0%
13139,13000,6.1%,6.9%,12.8%,19.8%,54.5%
13141,13000,4.3%,11.1%,10.2%,16.8%,57.5%
13143,13000,18.4%,12.3%,16.5%,18.4%,34.5%
13145,13000,9.3%,8.1%,6.1%,21.3%,55.1%
13147,13000,9.2%,6.1%,14.0%,20.7%,50.0%
13149,13000,12.6%,9.4%,16.6%,14.4%,47.1%
13151,13000,10.3%,4.8%,9.1%,18.1%,57.8%
13153,13000,3.2%,7.9%,13.6%,17.2%,58.1%
13155,13000,9.8%,9.1%,12.6%,22.4%,46.0%
13157,13000,12.5%,8.5%,11.7%,24.0%,43.4%
13159,13000,8.2%,5.9%,18.1%,11.8%,56.0%
13161,13000,12.4%,13.8%,16.5%,18.3%,39.0%
13163,13000,25.1%,5.5%,9.9%,10.2%,49.3%
13165,13000,11.4%,5.3%,8.4%,26.1%,48.8%
13167,13000,11.9%,5.3%,10.9%,25.1%,46.8%
13169,13000,4.9%,8.7%,22.6%,20.9%,43.0%
13171,13000,7.0%,6.0%,17.1%,29.3%,40.6%
13173,13000,10.2%,7.0%,14.5%,18.1%,50.2%
13175,13000,12.2%,5.6%,14.1%,29.1%,39.1%
13177,13000,3.5%,3.3%,3.9%,16.2%,73.2%
13179,13000,0.7%,9.9%,6.6%,21.5%,61.4%
13181,13000,7.3%,10.4%,11.1%,23.3%,47.9%
13183,13000,1.4%,11.9%,8.6%,15.9%,62.1%
13185,13000,10.8%,10.1%,14.9%,20.8%,43.5%
13187,13000,3.5%,8.6%,13.0%,24.5%,50.4%
13189,13000,7.2%,5.3%,12.3%,26.5%,48.8%
13191,13000,3.4%,7.6%,18.8%,22.1%,48.1%
13193,13000,7.8%,4.9%,11.3%,21.0%,55.0%
13195,13000,16.5%,8.4%,5.5%,18.6%,51.1%
13197,13000,8.4%,12.0%,16.7%,19.6%,43.3%
13199,13000,10.9%,8.6%,13.8%,15.0%,51.7%
13201,13000,6.4%,5.6%,18.2%,15.9%,53.9%
13205,13000,4.4%,11.2%,5.5%,15.9%,63.0%
13207,13000,7.2%,3.5%,18.4%,25.3%,45.5%
13209,13000,11.4%,8.3%,17.4%,22.8%,40.1%
13211,13000,6.1%,6.4%,9.3%,16.8%,61.4%
13213,13000,19.3%,3.0%,18.2%,17.7%,41.7%
13215,13000,6.3%,7.3%,8.3%,22.5%,55.5%
13217,13000,9.4%,7.6%,12.3%,20.7%,50.0%
13219,13000,4.9%,6.3%,9.5%,18.1%,61.1%
13221,13000,5.6%,8.2%,5.4%,18.1%,62.7%
13223,13000,9.7%,6.8%,10.8%,23.3%,49.4%
13225,13000,2.7%,7.4%,17.2%,16.0%,56.7%
13227,13000,3.8%,11.8%,10.1%,18.8%,55.5%
13229,13000,5.0%,14.3%,12.7%,15.7%,52.2%
13231,13000,5.9%,6.0%,14.7%,19.2%,54.2%
13233,13000,10.6%,7.1%,19.2%,14.5%,48.5%
13235,13000,7.9%,3.1%,9.8%,21.8%,57.5%
13237,13000,5.9%,9.3%,11.8%,21.4%,51.6%
13239,13000,5.3%,15.0%,9.5%,16.3%,53.8%
13241,13000,10.0%,8.3%,12.4%,22.9%,46.4%
13243,13000,1.6%,6.5%,5.0%,20.0%,66.9%
13245,13000,6.8%,5.9%,11.4%,18.0%,57.8%
13247,13000,5.8%,7.8%,11.5%,21.6%,53.4%
13249,13000,7.0%,10.2%,11.7%,21.4%,49.7%
13251,13000,19.8%,6.9%,8.1%,24.2%,41.0%
13253,13000,7.3%,7.9%,20.2%,13.5%,51.0%
13255,13000,7.2%,3.8%,17.9%,20.2%,50.9%
13257,13000,8.7%,11.6%,11.6%,31.0%,37.0%
13259,13000,5.5%,9.2%,13.3%,20.3%,51.7%
13261,13000,5.5%,5.6%,4.6%,20.2%,64.1%
13263,13000,16.8%,8.0%,8.9%,17.1%,49.2%
13265,13000,6.5%,4.8%,8.6%,15.8%,64.4%
13267,13000,5.1%,7.6%,21.4%,22.4%,43.4%
13269,13000,12.6%,6.9%,18.2%,20.1%,42.2%
13271,13000,15.6%,7.5%,13.4%,20.8%,42.7%
13273,13000,1.9%,2.9%,3.0%,16.7%,75.5%
13275,13000,2.6%,9.6%,12.0%,22.8%,53.0%
13277,13000,6.6%,8.8%,12.2%,22.7%,49.6%
13279,13000,9.7%,6.9%,17.9%,22.6%,42.9%
13281,13000,7.6%,9.6%,9.8%,19.9%,53.1%
13283,13000,9.6%,7.0%,16.8%,26.7%,39.9%
13285,13000,17.5%,3.1%,11.9%,17.8%,49.7%
13287,13000,14.1%,4.2%,9.4%,17.5%,54.7%
13289,13000,4.0%,7.7%,18.8%,14.8%,54.7%
13291,13000,6.5%,11.9%,8.7%,16.8%,56.0%
13293,13000,16.0%,10.0%,11.4%,20.6%,42.1%
13295,13000,14.4%,16.4%,11.7%,21.0%,36.6%
13297,13000,10.6%,12.7%,18.4%,14.1%,44.2%
13299,13000,6.1%,10.8%,10.9%,16.6%,55.6%
13301,13000,9.5%,6.5%,14.0%,22.6%,47.4%
13303,13000,10.4%,7.0%,5.3%,15.7%,61.7%
13305,13000,2.9%,13.9%,14.3%,13.9%,55.0%
13307,13000,1.9%,6.4%,10.3%,21.0%,60.3%
13309,13000,13.5%,7.8%,16.2%,23.0%,39.5%
13311,13000,5.7%,6.4%,9.9%,34.7%,43.3%
13313,13000,18.5%,6.8%,20.3%,14.2%,40.3%
13315,13000,17.3%,1.7%,8.3%,15.7%,56.9%
13317,13000,8.0%,8.6%,11.4%,17.2%,54.8%
13319,13000,3.9%,6.2%,14.1%,22.4%,53.4%
13321,13000,6.9%,5.6%,8.3%,18.7%,60.5%
15001,15000,1.0%,3.2%,3.7%,12.2%,79.9%
15003,15000,1.1%,1.2%,2.7%,15.1%,79.8%
15005,15000,2.6%,1.3%,3.2%,8.0%,85.0%
15007,15000,0.0%,2.1%,4.6%,10.8%,82.5%
15009,15000,3.4%,1.6%,2.5%,12.2%,80.3%
16001,16000,11.8%,7.8%,8.4%,19.4%,52.6%
16003,16000,9.4%,21.6%,21.8%,21.8%,25.4%
16005,16000,8.4%,19.3%,17.6%,19.5%,35.2%
16007,16000,15.1%,12.0%,10.2%,24.3%,38.5%
16009,16000,3.8%,5.9%,15.0%,15.2%,60.1%
16011,16000,9.5%,19.7%,17.5%,22.9%,30.4%
16013,16000,15.5%,10.7%,10.2%,13.0%,50.6%
16015,16000,5.7%,3.8%,3.8%,54.9%,31.8%
16017,16000,8.8%,11.6%,11.9%,24.1%,43.6%
16019,16000,9.6%,20.2%,18.8%,24.7%,26.8%
16021,16000,4.5%,17.1%,6.1%,18.5%,53.7%
16023,16000,10.7%,21.3%,15.9%,22.2%,29.8%
16025,16000,18.6%,3.0%,4.7%,9.8%,63.9%
16027,16000,11.3%,9.5%,17.0%,24.0%,38.1%
16029,16000,10.0%,18.1%,19.1%,20.2%,32.6%
16031,16000,13.4%,22.3%,10.2%,14.9%,39.2%
16033,16000,11.9%,22.8%,19.6%,23.9%,21.8%
16035,16000,3.7%,11.2%,12.7%,25.0%,47.5%
16037,16000,6.9%,2.9%,19.9%,24.4%,45.8%
16039,16000,20.6%,4.4%,3.8%,17.3%,53.9%
16041,16000,13.1%,11.8%,8.5%,25.6%,41.0%
16043,16000,11.1%,20.6%,20.2%,24.7%,23.3%
16045,16000,11.9%,13.6%,11.1%,19.8%,43.6%
16047,16000,21.1%,20.2%,8.9%,15.3%,34.5%
16049,16000,4.5%,9.4%,16.4%,27.5%,42.3%
16051,16000,9.9%,20.8%,19.2%,24.9%,25.2%
16053,16000,17.5%,21.9%,9.6%,16.7%,34.3%
16055,16000,14.6%,10.5%,17.0%,22.0%,35.9%
16057,16000,0.2%,1.2%,6.6%,32.8%,59.2%
16059,16000,10.9%,17.3%,23.1%,12.5%,36.2%
16061,16000,2.7%,7.3%,15.7%,28.5%,45.9%
16063,16000,18.0%,20.0%,10.5%,13.5%,37.9%
16065,16000,10.1%,20.7%,19.6%,25.0%,24.5%
16067,16000,13.4%,21.9%,10.6%,15.2%,39.0%
16069,16000,0.9%,3.0%,11.7%,32.6%,51.7%
16071,16000,8.3%,17.3%,15.3%,18.5%,40.6%
16073,16000,12.3%,13.7%,14.6%,17.1%,42.3%
16075,16000,8.1%,19.9%,17.4%,24.2%,30.4%
16077,16000,7.8%,20.5%,15.2%,18.5%,38.1%
16079,16000,6.8%,14.4%,29.9%,14.7%,34.2%
16081,16000,9.9%,18.9%,19.0%,25.0%,27.2%
16083,16000,16.6%,22.2%,10.1%,17.7%,33.5%
16085,16000,4.1%,11.8%,10.2%,37.8%,36.1%
16087,16000,13.6%,13.0%,32.4%,17.2%,23.9%
17001,17000,18.0%,9.2%,18.9%,19.0%,35.0%
17003,17000,11.0%,8.2%,14.8%,26.2%,39.8%
17005,17000,7.0%,5.5%,10.8%,21.8%,54.9%
17007,17000,2.5%,0.6%,6.5%,24.4%,66.0%
17009,17000,18.0%,9.9%,13.6%,20.0%,38.5%
17011,17000,1.2%,1.9%,15.6%,20.8%,60.5%
17013,17000,8.2%,6.0%,21.9%,36.6%,27.3%
17015,17000,3.0%,6.4%,12.0%,19.0%,59.6%
17017,17000,10.3%,8.0%,19.0%,18.7%,44.1%
17019,17000,0.0%,6.7%,8.0%,19.2%,66.1%
17021,17000,5.9%,5.7%,9.1%,19.0%,60.3%
17023,17000,12.7%,8.9%,10.7%,22.6%,45.1%
17025,17000,6.2%,11.5%,14.5%,30.6%,37.2%
17027,17000,10.2%,6.3%,8.3%,16.6%,58.7%
17029,17000,11.2%,5.5%,20.1%,22.1%,41.1%
17031,17000,2.3%,2.1%,7.2%,16.2%,72.2%
17033,17000,14.6%,19.6%,4.7%,21.9%,39.2%
17035,17000,9.5%,7.5%,19.4%,21.2%,42.4%
17037,17000,0.7%,1.2%,3.4%,19.1%,75.6%
17039,17000,3.5%,10.6%,7.3%,28.0%,50.7%
17041,17000,4.8%,6.1%,10.5%,19.1%,59.4%
17043,17000,1.0%,1.0%,5.6%,16.3%,76.0%
17045,17000,17.4%,9.0%,13.1%,20.8%,39.8%
17047,17000,8.6%,14.8%,23.3%,30.6%,22.8%
17049,17000,7.2%,7.2%,21.4%,23.2%,41.0%
17051,17000,6.9%,7.6%,15.6%,22.9%,47.0%
17053,17000,1.1%,8.2%,16.7%,17.2%,56.7%
17055,17000,9.9%,16.6%,11.9%,21.1%,40.5%
17057,17000,1.6%,3.0%,31.1%,19.9%,44.4%
17059,17000,20.1%,6.0%,12.8%,23.8%,37.3%
17061,17000,13.6%,2.9%,10.9%,21.7%,50.8%
17063,17000,5.6%,5.6%,10.5%,18.3%,59.9%
17065,17000,13.8%,17.9%,10.0%,21.0%,37.3%
17067,17000,14.7%,15.4%,12.5%,16.3%,41.1%
17069,17000,16.3%,7.2%,23.5%,19.1%,34.0%
17071,17000,9.6%,4.4%,10.1%,15.5%,60.4%
17073,17000,6.7%,7.2%,6.1%,20.3%,59.7%
17075,17000,9.7%,16.8%,6.9%,24.2%,42.4%
17077,17000,6.6%,7.8%,15.1%,20.9%,49.6%
17079,17000,9.9%,13.5%,13.1%,25.4%,38.0%
17081,17000,12.2%,12.6%,8.0%,27.9%,39.3%
17083,17000,7.4%,7.9%,12.4%,18.5%,53.7%
17085,17000,3.4%,10.4%,22.0%,17.8%,46.5%
17087,17000,12.4%,5.0%,18.9%,14.1%,49.6%
17089,17000,1.3%,2.6%,4.8%,16.5%,74.8%
17091,17000,4.4%,8.4%,9.6%,24.9%,52.7%
17093,17000,0.1%,0.9%,6.5%,13.6%,78.8%
17095,17000,3.5%,3.1%,19.4%,24.6%,49.4%
17097,17000,2.0%,1.8%,4.6%,14.6%,76.9%
17099,17000,1.8%,4.6%,11.3%,26.7%,55.6%
17101,17000,19.7%,15.7%,10.5%,28.1%,26.0%
17103,17000,1.3%,5.4%,5.8%,22.4%,65.0%
17105,17000,3.0%,14.7%,8.0%,23.4%,51.0%
17107,17000,4.6%,4.5%,23.0%,12.8%,55.1%
17109,17000,4.1%,9.1%,9.7%,18.2%,59.0%
17111,17000,3.0%,1.2%,6.6%,17.6%,71.6%
17113,17000,8.5%,6.2%,9.1%,20.1%,56.1%
17115,17000,1.6%,6.2%,8.8%,28.6%,54.9%
17117,17000,1.5%,5.0%,14.7%,22.7%,56.1%
17119,17000,3.5%,4.5%,8.3%,18.9%,64.8%
17121,17000,10.0%,9.3%,10.1%,30.2%,40.4%
17123,17000,4.8%,8.3%,13.3%,19.8%,53.8%
17125,17000,23.8%,3.1%,29.2%,12.6%,31.3%
17127,17000,9.7%,4.3%,23.2%,25.6%,37.3%
17129,17000,10.2%,4.7%,13.8%,17.2%,54.0%
17131,17000,3.9%,6.6%,11.0%,21.5%,57.1%
17133,17000,0.3%,4.0%,11.2%,17.4%,67.0%
17135,17000,1.8%,5.0%,9.1%,31.6%,52.5%
17137,17000,5.0%,6.2%,17.7%,17.8%,53.3%
17139,17000,8.1%,7.3%,21.3%,24.3%,39.0%
17141,17000,5.3%,4.5%,12.9%,18.4%,58.9%
17143,17000,3.9%,3.6%,9.6%,25.1%,57.7%
17145,17000,5.5%,9.2%,10.4%,35.8%,39.2%
17147,17000,0.3%,5.2%,6.0%,19.8%,68.8%
17149,17000,13.8%,7.9%,21.8%,20.5%,36.0%
17151,17000,10.4%,5.4%,21.3%,21.4%,41.5%
17153,17000,11.7%,6.4%,18.9%,22.5%,40.5%
17155,17000,2.1%,2.5%,16.8%,25.1%,53.5%
17157,17000,0.8%,3.2%,11.7%,39.1%,45.2%
17159,17000,11.1%,15.1%,10.7%,30.0%,33.1%
17161,17000,7.8%,2.5%,6.6%,23.5%,59.6%
17163,17000,3.2%,2.7%,3.7%,13.8%,76.7%
17165,17000,11.7%,10.6%,11.1%,20.4%,46.2%
17167,17000,1.7%,3.0%,15.5%,23.3%,56.4%
17169,17000,13.2%,10.0%,15.2%,19.8%,41.7%
17171,17000,11.3%,5.7%,14.8%,16.2%,52.0%
17173,17000,7.0%,4.7%,16.8%,24.5%,46.9%
17175,17000,1.3%,10.1%,5.8%,15.5%,67.2%
17177,17000,3.6%,5.9%,4.1%,22.2%,64.4%
17179,17000,4.4%,4.0%,14.1%,21.5%,56.0%
17181,17000,10.0%,7.8%,16.2%,19.5%,46.6%
17183,17000,2.3%,11.9%,8.8%,26.6%,50.4%
17185,17000,7.8%,11.3%,27.1%,32.5%,21.2%
17187,17000,4.2%,2.0%,14.1%,27.6%,52.2%
17189,17000,11.8%,4.6%,5.3%,32.7%,45.6%
17191,17000,8.6%,14.2%,12.8%,30.0%,34.5%
17193,17000,19.0%,14.4%,9.5%,23.9%,33.2%
17195,17000,2.5%,6.6%,4.2%,21.8%,64.9%
17197,17000,4.1%,2.4%,6.2%,13.4%,73.9%
17199,17000,9.5%,12.2%,13.6%,18.3%,46.4%
17201,17000,3.1%,3.0%,8.9%,19.3%,65.7%
17203,17000,6.2%,6.7%,11.2%,24.2%,51.7%
18001,18000,13.6%,4.7%,16.0%,34.8%,30.9%
18003,18000,7.0%,14.0%,9.9%,22.8%,46.4%
18005,18000,13.8%,8.4%,8.5%,28.6%,40.6%
18007,18000,8.2%,12.6%,11.2%,18.3%,49.6%
18009,18000,9.3%,15.2%,10.6%,20.3%,44.7%
18011,18000,5.2%,8.5%,14.2%,30.8%,41.3%
18013,18000,5.5%,6.1%,4.1%,18.4%,66.0%
18015,18000,5.9%,10.4%,17.0%,22.0%,44.7%
18017,18000,3.7%,19.2%,28.3%,20.6%,28.3%
18019,18000,6.8%,6.0%,14.1%,22.8%,50.1%
18021,18000,12.2%,7.3%,11.2%,22.6%,46.6%
18023,18000,8.8%,3.3%,13.2%,28.5%,46.2%
18025,18000,6.7%,8.9%,11.8%,26.1%,46.5%
18027,18000,4.9%,6.1%,13.0%,21.4%,54.6%
18029,18000,8.3%,10.0%,16.8%,27.7%,37.1%
18031,18000,17.5%,8.3%,10.1%,20.4%,43.7%
18033,18000,10.9%,7.4%,11.8%,14.9%,55.0%
18035,18000,9.5%,10.9%,12.4%,19.7%,47.5%
18037,18000,1.0%,10.5%,8.6%,25.0%,55.0%
18039,18000,3.0%,9.7%,9.4%,25.2%,52.8%
18041,18000,16.1%,4.1%,4.8%,23.7%,51.4%
18043,18000,5.3%,8.6%,15.4%,23.3%,47.4%
18045,18000,7.7%,8.9%,14.7%,21.2%,47.4%
18047,18000,7.0%,8.2%,10.4%,19.9%,54.5%
18049,18000,14.2%,11.4%,12.8%,21.7%,39.9%
18051,18000,9.0%,10.0%,20.4%,25.5%,35.1%
18053,18000,5.3%,10.8%,13.3%,31.1%,39.3%
18055,18000,9.9%,2.7%,8.1%,23.5%,55.8%
18057,18000,7.0%,5.1%,4.9%,23.4%,59.6%
18059,18000,6.8%,4.0%,16.6%,30.6%,42.0%
18061,18000,9.4%,8.4%,20.5%,25.8%,35.9%
18063,18000,5.4%,5.2%,11.3%,25.7%,52.3%
18065,18000,18.3%,14.8%,12.5%,11.1%,43.4%
18067,18000,0.8%,8.3%,18.3%,30.1%,42.6%
18069,18000,15.0%,18.2%,5.3%,19.9%,41.6%
18071,18000,9.7%,9.8%,10.5%,38.8%,31.2%
18073,18000,18.6%,10.0%,6.5%,32.8%,32.1%
18075,18000,14.1%,13.9%,15.7%,23.5%,32.8%
18077,18000,8.3%,21.9%,21.8%,22.5%,25.5%
18079,18000,9.5%,10.5%,17.2%,30.8%,31.9%
18081,18000,5.7%,9.4%,10.0%,19.2%,55.7%
18083,18000,15.8%,12.5%,12.1%,25.9%,33.8%
18085,18000,7.3%,14.7%,8.9%,19.5%,49.6%
18087,18000,5.9%,8.2%,17.1%,23.6%,45.2%
18089,18000,4.3%,5.7%,8.8%,21.9%,59.2%
18091,18000,8.4%,7.5%,16.8%,20.6%,46.6%
18093,18000,9.2%,11.7%,10.9%,19.1%,49.1%
18095,18000,6.2%,8.4%,15.0%,14.5%,55.9%
18097,18000,5.1%,5.3%,11.6%,23.2%,54.8%
18099,18000,12.0%,10.3%,15.9%,22.9%,38.9%
18101,18000,4.1%,6.4%,12.3%,22.3%,55.0%
18103,18000,5.4%,12.5%,25.3%,22.6%,34.3%
18105,18000,3.7%,3.7%,9.4%,24.2%,59.1%
18107,18000,7.0%,11.6%,16.8%,15.6%,49.0%
18109,18000,6.0%,13.1%,13.6%,18.8%,48.5%
18111,18000,10.2%,15.3%,9.2%,33.8%,31.6%
18113,18000,5.7%,11.0%,13.5%,19.7%,50.0%
18115,18000,6.0%,7.8%,18.0%,22.3%,45.9%
18117,18000,9.6%,8.6%,7.3%,31.5%,43.0%
18119,18000,9.4%,3.8%,8.7%,28.2%,50.0%
18121,18000,11.6%,11.1%,17.4%,19.5%,40.5%
18123,18000,1.0%,10.9%,8.7%,25.2%,54.2%
18125,18000,5.2%,8.9%,16.3%,20.0%,49.5%
18127,18000,5.0%,10.0%,10.8%,23.1%,51.2%
18129,18000,13.2%,5.6%,11.5%,22.6%,47.2%
18131,18000,13.5%,21.9%,17.1%,25.3%,22.3%
18133,18000,7.5%,16.2%,20.4%,19.4%,36.6%
18135,18000,12.8%,13.0%,22.8%,17.9%,33.6%
18137,18000,5.4%,7.4%,15.0%,29.4%,42.9%
18139,18000,13.3%,11.8%,6.3%,27.9%,40.8%
18141,18000,3.1%,4.0%,10.2%,22.8%,59.8%
18143,18000,3.6%,7.3%,16.8%,26.3%,46.0%
18145,18000,16.0%,5.7%,17.7%,19.3%,41.3%
18147,18000,1.7%,13.4%,10.4%,21.6%,52.9%
18149,18000,17.7%,15.1%,8.8%,21.9%,36.5%
18151,18000,4.0%,8.9%,17.0%,16.9%,53.2%
18153,18000,12.7%,7.1%,7.7%,20.7%,51.7%
18155,18000,8.9%,12.5%,20.9%,23.4%,34.4%
18157,18000,9.3%,8.3%,10.2%,20.4%,51.8%
18159,18000,3.3%,8.2%,8.9%,44.4%,35.2%
18161,18000,9.5%,5.3%,10.6%,17.8%,56.9%
18163,18000,7.0%,3.9%,11.5%,23.4%,54.2%
18165,18000,11.3%,10.5%,13.4%,22.3%,42.6%
18167,18000,11.8%,6.4%,10.2%,25.0%,46.6%
18169,18000,7.0%,11.0%,23.7%,20.2%,38.1%
18171,18000,7.9%,11.5%,9.2%,22.3%,49.2%
18173,18000,4.5%,3.8%,11.7%,25.2%,54.8%
18175,18000,9.7%,7.4%,6.2%,35.6%,41.1%
18177,18000,16.2%,9.0%,13.8%,26.1%,34.8%
18179,18000,20.5%,5.0%,7.7%,33.7%,33.2%
18181,18000,5.6%,17.7%,19.4%,18.9%,38.4%
18183,18000,6.1%,18.6%,13.2%,16.0%,46.0%
19001,19000,7.3%,12.8%,12.8%,30.7%,36.4%
19003,19000,14.8%,11.0%,15.0%,31.1%,28.1%
19005,19000,13.8%,4.9%,13.2%,21.2%,46.9%
19007,19000,4.4%,11.0%,23.9%,19.3%,41.3%
19009,19000,22.4%,7.3%,19.4%,18.7%,32.2%
19011,19000,9.8%,6.7%,13.0%,20.0%,50.4%
19013,19000,3.2%,5.3%,18.0%,28.9%,44.7%
19015,19000,9.0%,8.0%,10.0%,19.7%,53.3%
19017,19000,4.8%,6.2%,19.7%,26.8%,42.4%
19019,19000,2.1%,12.4%,8.7%,39.4%,37.3%
19021,19000,18.3%,6.2%,26.0%,20.7%,28.8%
19023,19000,5.2%,9.4%,20.8%,23.0%,41.7%
19025,19000,21.2%,11.7%,21.3%,15.3%,30.4%
19027,19000,15.3%,11.0%,24.1%,13.9%,35.8%
19029,19000,34.1%,7.0%,12.4%,23.8%,22.7%
19031,19000,2.6%,9.6%,14.2%,35.5%,38.1%
19033,19000,6.1%,36.5%,14.6%,21.3%,21.5%
19035,19000,18.3%,10.5%,22.1%,18.2%,30.9%
19037,19000,7.5%,13.6%,19.7%,23.6%,35.6%
19039,19000,7.8%,16.7%,14.3%,19.4%,41.8%
19041,19000,22.4%,3.5%,11.2%,18.9%,44.1%
19043,19000,12.3%,8.4%,13.7%,28.4%,37.1%
19045,19000,9.2%,13.0%,7.9%,26.9%,43.0%
19047,19000,8.9%,4.5%,14.1%,6.4%,66.0%
19049,19000,3.6%,10.2%,11.8%,26.0%,48.5%
19051,19000,3.8%,10.1%,24.9%,20.1%,41.1%
19053,19000,24.8%,13.2%,25.8%,6.8%,29.4%
19055,19000,3.5%,13.7%,13.7%,40.8%,28.3%
19057,19000,13.5%,8.1%,10.9%,12.2%,55.3%
19059,19000,27.6%,2.7%,9.1%,17.3%,43.3%
19061,19000,3.7%,15.5%,18.9%,18.9%,43.0%
19063,19000,24.1%,8.3%,6.7%,18.1%,42.8%
19065,19000,5.4%,7.5%,12.8%,34.9%,39.4%
19067,19000,6.3%,27.1%,14.8%,25.0%,26.8%
19069,19000,8.8%,27.8%,18.7%,18.6%,26.1%
19071,19000,4.8%,6.1%,7.1%,20.9%,61.1%
19073,19000,11.6%,14.1%,23.5%,15.3%,35.4%
19075,19000,3.8%,4.2%,20.3%,23.8%,48.0%
19077,19000,16.2%,7.3%,14.3%,28.3%,34.0%
19079,19000,14.3%,11.8%,12.9%,15.3%,45.7%
19081,19000,8.0%,38.4%,14.6%,17.4%,21.6%
19083,19000,7.4%,7.5%,19.5%,21.4%,44.1%
19085,19000,11.8%,4.4%,9.4%,17.8%,56.5%
19087,19000,12.3%,14.2%,9.1%,18.3%,46.1%
19089,19000,7.7%,15.1%,17.6%,18.3%,41.3%
19091,19000,24.3%,26.8%,14.7%,10.2%,24.0%
19093,19000,15.3%,9.4%,24.6%,12.8%,38.0%
19095,19000,2.7%,14.9%,13.5%,23.9%,45.0%
19097,19000,3.2%,9.6%,22.9%,23.2%,41.1%
19099,19000,10.2%,10.5%,23.3%,21.2%,34.7%
19101,19000,7.4%,11.6%,22.1%,19.1%,39.8%
19103,19000,1.4%,4.4%,6.9%,20.0%,67.3%
19105,19000,4.0%,10.5%,16.5%,33.6%,35.5%
19107,19000,3.5%,12.6%,28.7%,28.0%,27.2%
19109,19000,13.5%,31.8%,10.1%,17.3%,27.2%
19111,19000,17.0%,14.6%,13.1%,16.1%,39.2%
19113,19000,3.9%,8.1%,11.5%,20.1%,56.3%
19115,19000,9.7%,5.8%,15.0%,21.4%,48.2%
19117,19000,3.2%,20.4%,19.6%,18.5%,38.4%
19119,19000,7.8%,17.3%,15.7%,24.7%,34.4%
19121,19000,1.0%,10.2%,13.6%,26.8%,48.4%
19123,19000,6.9%,6.7%,29.4%,28.3%,28.7%
19125,19000,5.3%,4.9%,20.9%,26.0%,42.9%
19127,19000,7.7%,6.4%,15.3%,22.6%,48.0%
19129,19000,6.4%,8.4%,9.1%,28.1%,48.1%
19131,19000,4.6%,28.2%,14.9%,26.0%,26.3%
19133,19000,7.8%,6.9%,8.7%,12.7%,64.0%
19135,19000,3.4%,7.8%,25.6%,24.7%,38.5%
19137,19000,21.8%,3.4%,8.4%,37.8%,28.6%
19139,19000,12.0%,2.2%,22.1%,27.3%,36.4%
19141,19000,17.3%,5.4%,26.7%,18.7%,31.9%
19143,19000,19.5%,5.1%,23.3%,19.9%,32.2%
19145,19000,8.8%,5.3%,6.8%,31.0%,48.1%
19147,19000,19.9%,11.6%,8.8%,17.9%,41.9%
19149,19000,12.5%,14.5%,16.6%,16.2%,40.2%
19151,19000,21.4%,12.4%,16.2%,16.5%,33.5%
19153,19000,4.4%,8.9%,13.6%,25.9%,47.3%
19155,19000,11.5%,8.3%,14.7%,26.4%,39.0%
19157,19000,12.1%,14.5%,18.7%,16.4%,38.3%
19159,19000,14.4%,13.8%,28.1%,16.2%,27.5%
19161,19000,18.0%,7.1%,28.6%,15.9%,30.3%
19163,19000,7.5%,2.7%,12.6%,27.7%,49.4%
19165,19000,9.9%,5.9%,18.2%,14.5%,51.6%
19167,19000,12.0%,6.0%,28.5%,20.0%,33.5%
19169,19000,4.5%,7.5%,7.1%,23.5%,57.4%
19171,19000,6.6%,5.3%,20.9%,18.1%,49.1%
19173,19000,9.0%,15.1%,18.5%,28.2%,29.2%
19175,19000,3.0%,12.5%,17.2%,21.0%,46.2%
19177,19000,10.7%,12.8%,17.5%,21.8%,37.2%
19179,19000,3.4%,8.2%,29.3%,22.1%,37.0%
19181,19000,5.5%,18.2%,18.1%,24.5%,33.7%
19183,19000,3.5%,10.2%,12.3%,15.1%,58.9%
19185,19000,13.8%,14.8%,25.2%,12.0%,34.2%
19187,19000,20.9%,16.7%,16.1%,10.1%,36.2%
19189,19000,7.0%,32.9%,17.6%,19.7%,22.8%
19191,19000,12.2%,4.4%,15.1%,17.7%,50.5%
19193,19000,11.3%,16.5%,13.7%,16.0%,42.5%
19195,19000,7.2%,27.1%,17.5%,23.1%,25.1%
19197,19000,17.2%,29.9%,17.3%,12.5%,23.2%
20001,20000,15.3%,21.2%,12.6%,16.7%,34.1%
20003,20000,18.9%,6.3%,13.7%,26.7%,34.4%
20005,20000,13.7%,12.2%,16.9%,25.6%,31.6%
20007,20000,6.9%,14.7%,11.8%,32.9%,33.6%
20009,20000,10.7%,13.1%,12.0%,21.1%,43.0%
20011,20000,16.7%,14.6%,7.7%,12.0%,49.0%
20013,20000,8.9%,14.9%,18.3%,19.7%,38.2%
20015,20000,5.3%,13.3%,12.2%,22.2%,47.0%
20017,20000,15.1%,8.2%,21.2%,22.5%,33.1%
20019,20000,12.8%,13.7%,18.5%,21.4%,33.7%
20021,20000,13.1%,12.1%,16.4%,17.4%,41.0%
20023,20000,6.5%,27.0%,17.4%,23.5%,25.6%
